cluster,sys_id,library,title
2,990000465330205171,Allony,פרוש ספר הענק.
2,990000571680205171,RNL,"נביאים ראשונים (קטעים) : ; עם ניקוד וטעמים, מסורה קטנה וגדולה."
2,990000571690205171,RNL,"תורה (קטעים) : ; עם ניקוד וטעמים, מסורה קטנה וגדולה."
2,990000571700205171,RNL,"נביאים אחרונים (קטעים) : ; עם ניקוד וטעמים, מסורה קטנה וגדולה."
2,990000571870205171,RNL,"נביאים וכתובים (קטעים) : ; עם ניקוד וטעמים, מסורה קטנה וגדולה."
2,990000571880205171,RNL,"תורה (קטעים) : ; עם ניקוד וטעמים, מסורה קטנה וגדולה."
2,990000571890205171,RNL,"כתובים (קטעים) : ; עם ניקוד וטעמים, מסורה קטנה וגדולה."
2,990000622750205171,RNL,משנה תורה (ספר קדושה).
2,990000623220205171,RNL,פרוש כתובים (איוב ל:כג-לא:לד).
2,990000635770205171,RNL,כתאב אלאסתבצאר : ; בערבית.
2,990000635780205171,RNL,כתאב אלאסתבצאר : ; בערבית.
2,990000639020205171,RNL,שירים מאת משוררים מספרד.
2,990000800560205171,RNL,תרגום ופרוש ערבי לכתובים (תהלים).
2,990000800640205171,RNL,מדרש דוד.
2,990000800700205171,RNL,חבור ההגות (קטע בערבית).
2,990000814650205171,RNL,חבור במוסר (קטע) : ; בערבית.
2,990000814700205171,RNL,חבור בהגות (קטע בערבית).
2,990000843000205171,RNL,קובץ.
2,990000843090205171,RNL,קובץ קראי.
2,990000843210205171,RNL,ספר המבחר : ; פרוש התורה.
2,990000845720205171,RNL,תחכמוני (חלקים).
2,990000845730205171,RNL,תחכמוני.
2,990000845740205171,RNL,תחכמוני (חלקים).
2,990000845950205171,RNL,ספר השרשים.
2,990000846740205171,RNL,תחכמוני (קטעים).
2,990000846760205171,RNL,תחכמוני (בלתי שלם).
2,990000846770205171,RNL,תחכמוני (בלתי שלם).
2,990000846780205171,RNL,תחכמוני (לקוטים).
2,990000846790205171,RNL,תחכמוני (חלקים).
2,990000846800205171,RNL,תחכמוני (בלתי שלם).
2,990000846810205171,RNL,תחכמוני (קטע).
2,990000846820205171,RNL,מקמה (קטע).
2,990000846830205171,RNL,תחכמוני (חלקים).
2,990000847280205171,RNL,תחכמוני (חלקים).
2,990000847290205171,RNL,תחכמוני (בלתי שלם).
2,990000847300205171,RNL,תחכמוני (בלתי שלם).
2,990000847310205171,RNL,מקמת ימימה (קטעים).
2,990000847320205171,RNL,מקמה (קטע).
2,990000849190205171,RNL,קובץ באסטרולוגיה.
2,990000849980205171,RNL,"מדרש הבאור (דברים, כי תצא)."
2,990000850220205171,RNL,מקמת אחיטוב בן חכמוני.
2,990000850530205171,RNL,פרוש כתובים (שיר השירים ח:ז-ח:ח).
2,990000850590205171,RNL,מנחת יהודה שונא הנשים (קטע).
2,990000850640205171,RNL,מנחת יהודה שונא הנשים (קטע).
2,990000850670205171,RNL,דיואן (קטע).
2,990000850740205171,RNL,ערוגות הבשמים.
2,990000850900205171,RNL,קובץ קראי.
2,990000851150205171,RNL,ספר המצוות ללוי בן יפת.
2,990000851200205171,RNL,תחכמוני (חלקים).
2,990000851350205171,RNL,משנה תורה (ספר קדושה).
2,990000851500205171,RNL,ספר השרשים (חלקים).
2,990000851520205171,RNL,ספר השרשים (קטעים).
2,990000851530205171,RNL,ספר השרשים (קטעים).
2,990000851540205171,RNL,ספר השרשים (בלתי שלם).
2,990000851550205171,RNL,ספר השרשים (בלתי שלם).
2,990000851580205171,RNL,מכלול (בלתי שלם).
2,990000851610205171,RNL,גן עדן (בלתי שלם).
2,990000851620205171,RNL,שפת יתר (בלתי שלם).
2,990000851640205171,RNL,שפת יתר (בלתי שלם).
2,990000851770205171,RNL,תרגום ירושלמי לתורה (לקוטים).
2,990000852110205171,RNL,קובץ חבורי יוסף בן תנחום הירושלמי.
2,990000852470205171,RNL,"פרוש התורה (ויקרא יט:א-כא:א, קטעים)."
2,990000852760205171,RNL,קובץ חבורי משה בשיצי.
2,990000852930205171,RNL,"משנה תורה (ספר משפטים, הלכות טוען ונטען ד-ה)."
2,990000853160205171,RNL,"פרוש התורה לראב""ע (שמות, קטע)."
2,990000853270205171,RNL,קובץ קטעים דתיים בערבית-יהודית.
2,990000853430205171,RNL,חבור בתיאולוגיה.
2,990000853440205171,RNL,כתאב אלמחאצרה ואלמדאכרה.
2,990000853560205171,RNL,דרשות בערבית (קטע).
2,990000853670205171,RNL,"פרוש התורה לרש""י (בראשית כ-כד, שמות כ-לד, קטעים)."
2,990000853700205171,RNL,דרשה על התשובה.
2,990000853740205171,RNL,תרגום ופרוש ערבי לתורה לישועה בן יהודה.
2,990000853970205171,RNL,פרוש כתובים למשה ג'קטילה (תהלים).
2,990000854530205171,RNL,פרוש התורה (בראשית).
2,990000854570205171,RNL,כתאב אלאסתבצאר : ; שאלה ותשובה של יוסף אלבציר.
2,990000854610205171,RNL,ספר המצוות ללוי בן יפת.
2,990000854620205171,RNL,פרוש התורה לדוד בן בעז.
2,990000854690205171,RNL,תפסיר אלאלפאט' אלעצבה.
2,990000854720205171,RNL,כתאב אלכאפי.
2,990000854730205171,RNL,עיון מא בין אלשיכ'ין : ; חילוקים בין סהל בן מצליח ובין יפת בן עלי.
2,990000854740205171,RNL,פרוש התורה ליפת בן עלי (ויקרא).
2,990000854770205171,RNL,כתאב אלתוחיד : ; על ענין שחיטה.
2,990000854780205171,RNL,אלמקאלה פי אלעריות.
2,990000854790205171,RNL,אלמקאלה פי אלעריות.
2,990000854880205171,RNL,כתאב אלאנואר ואלמראקב (קטעים).
2,990000854930205171,RNL,כתאב אלאנואר ואלמראקב (קטעים).
2,990000855070205171,RNL,קובץ בהלכה קראית.
2,990000855160205171,RNL,"משנה תורה (ספר אהבה, הלכות ברכות, קטע)."
2,990000855250205171,RNL,כתאב אלאנואר ואלמראקב (קטע).
2,990000855260205171,RNL,כתאב אלאנואר ואלמראקב (קטעים).
2,990000855390205171,RNL,מקאלה פי אלדביחה (קטע).
2,990000855400205171,RNL,מקאלה פי אלדביחה (קטע).
2,990000855430205171,RNL,שרוט אלדבאחה (קטע).
2,990000855570205171,RNL,ספר המצוות ליפת אבן צגיר.
2,990000855580205171,RNL,ספר המצוות ליפת אבן צגיר.
2,990000855590205171,RNL,ספר המצוות ליפת אבן צגיר.
2,990000855610205171,RNL,ספר המצוות ליפת אבן צגיר (קטע).
2,990000855620205171,RNL,ספר המצוות ליפת אבן צגיר (קטע).
2,990000855640205171,RNL,ספר המצוות ליפת אבן צגיר.
2,990000855700205171,RNL,כתאב אלאסתבצאר.
2,990000855710205171,RNL,ספר המצוות ליפת בן עלי.
2,990000855740205171,RNL,ספר המצוות ליפת בן עלי.
2,990000855760205171,RNL,ספר המצוות ליפת בן עלי.
2,990000855840205171,RNL,ספר המצוות ליפת בן עלי.
2,990000855850205171,RNL,ספר המצוות ליפת בן עלי.
2,990000855910205171,RNL,כתאב אלאנואר ואלמראקב (קטע).
2,990000855920205171,RNL,מקאלה פי אלדביחה (קטע).
2,990000855940205171,RNL,מקאלה פי אלדביחה (קטע).
2,990000855950205171,RNL,כתאב אלמרשד (קטע).
2,990000855960205171,RNL,כתאב אלתמייז.
2,990000855990205171,RNL,"פרוש כתובים (תהלים יט-כב, נח-סב)."
2,990000856450205171,RNL,ספר השרשים (קטעים).
2,990000856460205171,RNL,ספר השרשים (בלתי שלם).
2,990000856470205171,RNL,ספר השרשים (קטע).
2,990000856730205171,RNL,מדרש תנחומא (קטע).
2,990000856760205171,RNL,"מעשה בית דין : ; בדבר מכירת ""הקאעה הגדולה"" (בית) ב""חארת אלקראין"" משנת תנ""ח."
2,990000856800205171,RNL,דיואן ר' יהודה הלוי (קטע).
2,990000856860205171,RNL,ספר השרשים (לעב-לקט).
2,990000857040205171,RNL,נורא תהלות (קטע).
2,990000857340205171,RNL,כונות הפילוסופים (קטע).
2,990000857560205171,RNL,ספר השרשים (קטעים).
2,990000857620205171,RNL,ספר המצוות ליפת אבן צגיר.
2,990000857630205171,RNL,כתאב אלאנואר ואלמראקב (קטעים).
2,990000857640205171,RNL,ספר תשובה (קטעים).
2,990000857650205171,RNL,כתאב אלאנואר ואלמראקב (קטעים).
2,990000857660205171,RNL,ספר המצוות ליפת אבן צגיר (קטעים).
2,990000857680205171,RNL,כתאב אלאסתבצאר (קטעים).
2,990000857700205171,RNL,כתאב אלאסתבצאר (קטע).
2,990000857720205171,RNL,כתאב אלאנואר ואלמראקב (קטעים).
2,990000857730205171,RNL,כתאב אלאנואר ואלמראקב (קטעים).
2,990000859250205171,RNL,ספר המבחר (קטעים).
2,990000859420205171,RNL,ספר השרשים (קטעים).
2,990000859450205171,RNL,ספר השרשים (קטעים).
2,990000859460205171,RNL,אגרת אל קראי מצרים : ; בענין מחלוקת על קדוש החדש.
2,990000859470205171,RNL,מקמה (שניה).
2,990000859730205171,RNL,ספר המבחר : ; פרוש התורה.
2,990000859850205171,RNL,כתאב אלאנואר ואלמראקב (קטע) : ; על ענין יום כפור.
2,990000859920205171,RNL,כתאב אלאנואר ואלמראקב (קטעים).
2,990000859930205171,RNL,כתאב אלאנואר ואלמראקב (קטעים).
2,990000859950205171,RNL,כתאב אלאנואר ואלמראקב.
2,990000859960205171,RNL,כתאב אלאנואר ואלמראקב (קטעים).
2,990000860000205171,RNL,כתאב אלאנואר ואלמראקב (קטעים).
2,990000860010205171,RNL,כתאב אלאנואר ואלמראקב (קטעים).
2,990000860030205171,RNL,כתאב אלאנואר ואלמראקב (קטעים).
2,990000860130205171,RNL,ספר המצוות ללוי בן יפת (קטע).
2,990000860140205171,RNL,ספר המצוות ללוי בן יפת (קטע).
2,990000861920205171,RNL,קובץ.
2,990000862170205171,RNL,אלמנצורי (קטעים).
2,990000862260205171,RNL,תיאולוגיה.
2,990000862290205171,RNL,אלכימיה (קטע בערבית).
2,990000862300205171,RNL,אלכימיה (קטע בערבית).
2,990000865090205171,RNL,קובץ קראי בהלכות שחיטה.
2,990000865120205171,RNL,קובץ.
2,990000865490205171,RNL,ספר המצוות ליפת בן עלי : ; על נר שבת.
2,990000865500205171,RNL,ספר המצוות ללוי בן יפת : ; על נר שבת.
2,990000865520205171,RNL,"ספר המצוות ליפת בן עלי : ; ויכוח על הלוח, פולמוס עם רס""ג, אביב."
2,990000865530205171,RNL,"ספר המצוות ליפת בן עלי : ; על עניני הלוח, פולמוס עם רס""ג, אביב."
2,990000865620205171,RNL,כתאב אלאנואר ואלמראקב (קטע).
2,990000865810205171,RNL,ספר המצוות ליפת אבן צגיר.
2,990000865830205171,RNL,ספר המצוות ליפת אבן צגיר.
2,990000865930205171,RNL,מכתצר כתאב אלאנואר.
2,990000866150205171,RNL,כתאב אלמרשד.
2,990000866180205171,RNL,אלמדכ'ל אלי עלם אלמשנה ואלתלמוד.
2,990000868160205171,RNL,קובץ בהלכה קראית.
2,990000868190205171,RNL,ספר תשובה (קטע).
